Cue,Answer,Shuffle,Stimuli Notes,Value,Rand
glitter,,2578,4.434782609,1115,0.911056253
assassin,,2579,4.32,88,0.497401619
dove,,2580,4.333333333,835,0.599815512
vegetation,,2581,4.925925926,2842,0.080866034
cello,,2582,5.038461538,474,0.807089693
nightdress,,2583,5.791666667,1769,0.935362639
pistol,,2584,5.260869565,1979,0.910172247
barrette,,2585,6,154,0.097135099
needlework,,2586,4.692307692,1748,0.667119111
lager,,2587,4.695652174,1451,0.096287188
landlady,,2588,4.76,1461,0.284373905
pocket,,2589,5.407407407,2013,0.603471052
bunny,,2590,4.5,363,0.090422443
windowpane,,2591,5.416666667,2943,0.179319654
persimmon,,2592,4.611111111,1929,0.79854421
handwork,,2593,4.928571429,1244,0.340935105
robe,,2594,5.909090909,2181,0.499201176
printout,,2595,5.2,2066,0.296749155
duckling,,2596,5.125,860,0.810953292
ophthalmologist,,2597,4.423076923,1811,0.698499724
daffodil,,2598,5.045454545,746,0.757310274
hair,,2599,6.318181818,1209,0.275507993
tripod,,2600,5,2779,0.213145157
lovebird,,2601,4.4,1552,0.596910021
human,,2602,5.666666667,1336,0.539696003
squash,,2603,5.409090909,2492,0.125393253
vaccine,,2604,4.321428571,2830,0.011911082
accountant,,2605,4.666666667,6,0.928289416
blueprint,,2606,4.833333333,251,0.280398134
bookmark,,2607,5.857142857,276,0.143863194
plastic,,2608,5.04,1994,0.037995475
salve,,2609,4.692307692,2230,0.554251624
pike,,2610,4.590909091,1958,0.802609322
grandfather,,2611,5.833333333,1147,0.072981745
supermarket,,2612,4.869565217,2590,0.052789154
bus,,2613,5.192307692,368,0.37966991
protractor,,2614,5.434782609,2082,0.074911109
fertilizer,,2615,5.217391304,967,0.884941942
crossbar,,2616,5.043478261,704,0.121929154
bedclothes,,2617,5.708333333,185,0.51555088
kumquat,,2618,5.619047619,1441,0.215163503
cornmeal,,2619,5.913043478,649,0.10529369
uniform,,2620,5.666666667,2826,0.141324145
youngster,,2621,5,2997,0.833914502
wiper,,2622,5.125,2951,0.03276562
spout,,2623,5,2485,0.577206203
breakfast,,2624,6.173913043,311,0.358706903
stenographer,,2625,4.625,2521,0.505996283
Sailboat,,2626,5.266216216,2216,0.378978462
me,,2627,5.708333333,1630,0.946275802
ukulele,,2628,5.782608696,2815,0.608619173
attendant,,2629,5.083333333,94,0.096814429
paintbrush,,2630,5.56,1849,0.345509359
crib,,2631,5.56,694,0.322740091
garment,,2632,5.826086957,1081,0.76823873
committeewoman,,2633,4.857142857,609,0.736817874
treat,,2634,4.791666667,2771,0.682839002
donkey,,2635,4.826086957,820,0.853493036
scanner,,2636,5.444444444,2264,0.460591208
scooter,,2637,5.913043478,2278,0.01333775
skirt,,2638,6.041666667,2400,0.253802164
balloonist,,2639,4.275862069,131,0.761714768
bran,,2640,4.407407407,302,0.51057485
lace,,2641,4.869565217,1445,0.627616705
guestroom,,2642,4.538461538,1190,0.361886166
band,,2643,4.384615385,137,0.320058041
lick,,2644,4.652173913,1502,0.157624694
entree,,2645,5.28,912,0.254776783
mum,,2646,4.416666667,1719,0.704204495
radio,,2647,5.291666667,2122,0.897583079
congresswoman,,2648,4.32,627,0.309120151
waitress,,2649,4.826086957,2884,0.178678826
bathtub,,2650,6.565217391,170,0.48897818
banister,,2651,5.130434783,140,0.506891939
hat,,2652,6.44,1258,0.995555698
garb,,2653,4.541666667,1074,0.214589886
plaintiff,,2654,4.375,1985,0.803622684
jar,,2655,6.208333333,1373,0.13576901
rocker,,2656,5.04,2184,0.968839811
icepick,,2657,5.416666667,1347,0.619650655
rail,,2658,5.517241379,2127,0.025104214
needles,,2659,5.416666667,1747,0.410145567
hamburger,,2660,6.148148148,1222,0.48776635
cupboard,,2661,5.782608696,727,0.324024312
husband,,2662,6.041666667,1338,0.500019135
trash,,2663,5.136363636,2764,0.824491911
brooch,,2664,5.130434783,331,0.778970626
catwalk,,2665,4.652173913,464,0.140628779
dwarf,,2666,4.333333333,871,0.117156022
crackers,,2667,5.913043478,677,0.103099472
picnicker,,2668,4.458333333,1951,0.609841409
croquette,,2669,4.681818182,702,0.945016361
barkeep,,2670,4.260869565,148,0.310357294
livestock,,2671,5.041666667,1528,0.387059315
putty,,2672,5,2107,0.291045062
tubing,,2673,4.625,2792,0.587863482
workbench,,2674,6.208333333,2968,0.631953114
limes,,2675,5.782608696,1514,0.972887071
glasses,,2676,6.541666667,1112,0.703319756
stepparent,,2677,5,2528,0.086567946
blackheads,,2678,4.260869565,230,0.616208827
reptile,,2679,5,2156,0.599015679
timber,,2680,4.695652174,2699,0.328081093
pipe,,2681,5.653846154,1976,0.248771995
cavalryman,,2682,4.291666667,467,0.382746925
gatekeeper,,2683,4.44,1087,0.244346152
fig,,2684,5.083333333,972,0.270792249
organism,,2685,4.727272727,1821,0.127468756
poodle,,2686,5.652173913,2032,0.433975707
rye,,2687,4.407407407,2209,0.622756368
clamp,,2688,5.36,546,0.048469768
Saloon,,2689,4.301480485,2225,0.952539339
antiseptics,,2690,5.041666667,52,0.468172757
cash,,2691,6.36,448,0.011316442
notepaper,,2692,5.392857143,1782,0.531133792
cup,,2693,6.043478261,726,0.334300936
serviceman,,2694,4.8,2314,0.106353628
buttonhole,,2695,5.074074074,382,0.218069327
goggle,,2696,4.458333333,1130,0.364132405
curry,,2697,4.565217391,731,0.233391783
meadow,,2698,4.391304348,1631,0.573689476
plumber,,2699,4.44,2011,0.938041459
blister,,2700,5.2,238,0.828938488
nugget,,2701,4.826086957,1784,0.565120674
shirtsleeve,,2702,6.125,2347,0.794932287
pelvis,,2703,5.72,1911,0.367160384
clothesline,,2704,5.333333333,570,0.725946553
acrobat,,2705,5.043478261,9,0.473646521
horse,,2706,5.88,1312,0.28910975
chopstick,,2707,5.625,533,0.944337853
midget,,2708,4.821428571,1657,0.005998145
physiologist,,2709,4.75,1946,0.533639944
wigwam,,2710,4.888888889,2937,0.352006909
hairstylist,,2711,5.041666667,1218,0.528817723
goulash,,2712,4.846153846,1140,0.300977167
stepsister,,2713,5.333333333,2529,0.9206728
ant,,2714,4.84,45,0.196570531
penthouse,,2715,4.333333333,1918,0.574224431
pedicurist,,2716,5.137931034,1903,0.617861066
gin,,2717,5.074074074,1103,0.01373338
practitioner,,2718,4.5,2057,0.084673005
moustache,,2719,5.347826087,1704,0.723940671
blackhead,,2720,4.739130435,229,0.930375226
present,,2721,4.32,2060,0.47598815
hailstone,,2722,5,1208,0.564230675
kleenex,,2723,6.043478261,1431,0.903319587
crocodile,,2724,4.291666667,698,0.576043853
record,,2725,4.75,2147,0.795554894
flyswatter,,2726,5.703703704,1022,0.30903365
car,,2727,6.035714286,428,0.210032637
trainer,,2728,5.357142857,2758,0.201211991
housewife,,2729,5.2,1333,0.450696717
sister,,2730,4.8,2387,0.181723275
typewriter,,2731,5.592592593,2814,0.066843696
wreath,,2732,5.461538462,2979,0.545736443
rawhide,,2733,4.541666667,2141,0.992980546
spokesman,,2734,4.375,2479,0.399647674
bill,,2735,5.111111111,214,0.182223817
basil,,2736,5.916666667,160,0.041453571
teahouse,,2737,4.347826087,2645,0.253002246
vacuum,,2738,5.291666667,2831,0.217079292
torso,,2739,5.64,2739,0.109305249
zipper,,2740,6.08,2999,0.091808488
smoothie,,2741,6.041666667,2423,0.034869801
padding,,2742,4.925925926,1841,0.414513499
mule,,2743,4.318181818,1716,0.264178826
sweatshirt,,2744,6.6,2605,0.206073363
poker,,2745,4.590909091,2019,0.251545465
wife,,2746,6.357142857,2934,0.301062412
fruitcake,,2747,6,1061,0.894019945
swing,,2748,5.36,2608,0.846479663
screen,,2749,5.041666667,2285,0.449651764
airplane,,2750,4.625,22,0.539121628
garnets,,2751,4.65,1082,0.45457956
newsprint,,2752,4.260869565,1762,0.324228274
chestnut,,2753,5.555555556,514,0.971745449
workbox,,2754,5.454545455,2970,0.23536446
cannonball,,2755,4.304347826,416,0.112743857
sangria,,2756,4.863636364,2239,0.271380112
technician,,2757,4.56,2655,0.092155041
groin,,2758,5.72,1180,0.249014614
tissue,,2759,5.72,2707,0.79838115
cellist,,2760,4.869565217,473,0.269429709
bullfighter,,2761,4.6,354,0.794000765
towel,,2762,6.04,2746,0.058323448
loudspeaker,,2763,4.625,1549,0.358408241
ingredient,,2764,4.793103448,1354,0.372263056
cucumber,,2765,6.04,723,0.187883887
coachman,,2766,4.739130435,578,0.628925197
nursemaid,,2767,4.583333333,1787,0.844035795
gentleman,,2768,4.961538462,1098,0.035893994
wheat,,2769,4.88,2920,0.072925797
sod,,2770,5.086956522,2441,0.646172781
mantelpiece,,2771,4.285714286,1596,0.797736915
pulp,,2772,5.208333333,2094,0.568065633
temple,,2773,4.84,2661,0.553441393
rice,,2774,6.291666667,2166,0.359336572
pup,,2775,5.44,2101,0.242296263
mother,,2776,5.52,1692,0.979961547
sea,,2777,4.653846154,2294,0.449252885
rubber,,2778,5.304347826,2200,0.165812587
stationmaster,,2779,4.739130435,2512,0.417345748
aircraftsman,,2780,4.52,20,0.824283724
protester,,2781,4.8,2081,0.243802555
swimsuit,,2782,6.08,2607,0.861974765
hill,,2783,4.535714286,1288,0.689522723
handbrake,,2784,5.083333333,1232,0.89114556
cola,,2785,5.565217391,597,0.131079394
outfielder,,2786,4.6,1827,0.177691203
straightedge,,2787,4.291666667,2556,0.358005464
tomato,,2788,6.125,2723,0.029859341
greens,,2789,4.5,1172,0.210302319
camel,,2790,4.52173913,405,0.621591795
maggot,,2791,4.44,1570,0.788570737
kazoo,,2792,5.6,1401,0.310136054
sheet,,2793,5.708333333,2331,0.953838586
nutcrackers,,2794,5.347826087,1791,0.072605459
lighthouse,,2795,4.791666667,1507,0.115692455
pork,,2796,4.916666667,2037,0.339315341
kernel,,2797,4.5,1407,0.356725928
fag,,2798,4.8,942,0.41812496
dispenser,,2799,4.708333333,805,0.262195631
booze,,2800,5.84,285,0.455584343
aircraft,,2801,4.925925926,19,0.385530787
sackcloth,,2802,4.913043478,2211,0.489130765
retriever,,2803,4.96,2160,0.323930836
catnip,,2804,4.52,461,0.804980444
toothpaste,,2805,5.76,2733,0.042102383
omelet,,2806,5.6,1807,0.790169092
snorkel,,2807,4.814814815,2428,0.530703777
bassinet,,2808,5.375,165,0.942939522
girl,,2809,5.52,1108,0.249735431
bridge,,2810,5.52173913,322,0.069552783
cigar,,2811,5.962962963,542,0.389740937
jeep,,2812,5.409090909,1380,0.355780564
oyster,,2813,5.407407407,1834,0.932964259
cafe,,2814,4.772727273,396,0.016959145
hanky,,2815,4.481481481,1247,0.363795056
fishbone,,2816,5.173913043,990,0.879116537
sack,,2817,5.083333333,2210,0.51753878
cheerleader,,2818,5.285714286,505,0.580282419
garland,,2819,5.166666667,1079,0.487831192
sax,,2820,5.045454545,2256,0.271482721
duffel,,2821,4.380952381,864,0.87423404
guidebook,,2822,5.791666667,1191,0.682587012
machine,,2823,5.791666667,1567,0.139052338
glider,,2824,4.5,1114,0.391306611
cross,,2825,5,703,0.436202882
Taco,,2826,,3005,0.811321361
custodian,,2827,4.481481481,735,0.012794715
lemon,,2828,6.08,1489,0.902022384
pony,,2829,5.375,2030,0.00357547
handgun,,2830,5.761904762,1236,0.798867093
politician,,2831,4.409090909,2024,0.401487238
gadget,,2832,5.52,1069,0.476791818
cardboard,,2833,5.739130435,431,0.868045014
farm,,2834,5.035714286,946,0.618075518
corkscrew,,2835,6.04,643,0.923622871
munitions,,2836,4.80952381,1720,0.175849145
jurist,,2837,4.380952381,1397,0.674726468
cone,,2838,4.608695652,625,0.78702333
pajamas,,2839,6.222222222,1851,0.751031146
farmer,,2840,5.08,947,0.307237157
petal,,2841,5.75,1933,0.208572878
streets,,2842,4.769230769,2565,0.781954291
pitcher,,2843,5.259259259,1980,0.37527782
javelin,,2844,5.833333333,1375,0.671141287
cashier,,2845,4.888888889,449,0.920953757
bullfrog,,2846,4.884615385,355,0.509788133
guillotine,,2847,4.52173913,1192,0.895691665
nutmeg,,2848,4.608695652,1792,0.215590085
nightshirt,,2849,6.291666667,1773,0.667532644
dinnerware,,2850,5.916666667,796,0.8361605
stocking,,2851,5.6,2541,0.75846612
atlas,,2852,5.166666667,93,0.520524227
equipment,,2853,5.28,917,0.27544298
cornflakes,,2854,5.6,647,0.452976211
awning,,2855,4.565217391,104,0.178027078
jumper,,2856,4.296296296,1395,0.502017602
aquarium,,2857,5.782608696,68,0.437796406
pamphlet,,2858,5.565217391,1855,0.740965484
sesame,,2859,4.652173913,2315,0.385571182
clerk,,2860,4.68,557,0.077028213
scrapbook,,2861,5.84,2282,0.580159397
licence,,2862,4.76,1501,0.781917174
clock,,2863,4.714285714,566,0.024436214
saucepan,,2864,6,2248,0.326684344
backscratcher,,2865,5.52,117,0.717214642
pen,,2866,6.64,1912,0.853360723
leaflet,,2867,5.956521739,1478,0.194105578
matchwood,,2868,5.210526316,1623,0.435201609
honeycomb,,2869,4.695652174,1303,0.282470228
sixpence,,2870,4.380952381,2388,0.00680177
educator,,2871,5,890,0.69848222
leather,,2872,5.576923077,1480,0.140946832
okra,,2873,5.269230769,1805,0.783244786
tunic,,2874,4.76,2798,0.991066261
stomach,,2875,4.44,2543,0.024073714
wristband,,2876,5.583333333,2983,0.004804461
pail,,2877,4.772727273,1845,0.298814791
lad,,2878,4.36,1446,0.832557748
walnut,,2879,5.791666667,2890,0.272751334
dustbin,,2880,5.708333333,869,0.52528949
keg,,2881,4.962962963,1404,0.895993742
truck,,2882,6.041666667,2785,0.49101235
bath,,2883,5.964285714,167,0.914870153
saloonkeeper,,2884,4.541666667,2226,0.660477367
airman,,2885,4.36,21,0.28605253
peony,,2886,4.333333333,1919,0.81509499
noodles,,2887,5.695652174,1777,0.403074598
sunroof,,2888,4.814814815,2589,0.155437373
lesion,,2889,4.481481481,1494,0.523094886
marigold,,2890,4.75,1605,0.548154377
handclap,,2891,4.434782609,1234,0.984697652
clips,,2892,4.52,563,0.70158435
mathematician,,2893,4.272727273,1624,0.518413041
erection,,2894,5.4,919,0.423415817
voter,,2895,4.75,2875,0.312648614
brush,,2896,6.043478261,337,0.788152785
concrete,,2897,5.166666667,619,0.529929804
manure,,2898,4.708333333,1598,0.296635274
athlete,,2899,4.916666667,92,0.987033552
calves,,2900,5,404,0.250158972
candy,,2901,6.4,412,0.441174605
grenade,,2902,5.2,1173,0.858980411
toga,,2903,4.52173913,2718,0.201068706
workroom,,2904,4.703703704,2972,0.230131649
birdbath,,2905,4.916666667,221,0.275149468
flypaper,,2906,5.037037037,1021,0.365287437
passerby,,2907,4.44,1881,0.347974612
package,,2908,5.75,1837,0.941595744
hug,,2909,4.652173913,1335,0.678912419
walrus,,2910,4.875,2891,0.583048313
gynecologist,,2911,4.833333333,1206,0.619827361
kale,,2912,5.652173913,1399,0.821322935
harness,,2913,4.4,1252,0.31028418
plaque,,2914,4.52,1992,0.48570991
document,,2915,4.818181818,810,0.333726906
knot,,2916,5.76,1438,0.1654516
lens,,2917,5.115384615,1491,0.892237614
schoolwork,,2918,4.5,2273,0.112705622
astronaut,,2919,4.357142857,91,0.893971995
wrestler,,2920,4.96,2981,0.7759085
scallop,,2921,5.48,2261,0.651086409
cowhide,,2922,4.6,672,0.757206935
gun,,2923,6.12,1198,0.920800727
hostel,,2924,4.708333333,1320,0.131291702
pinball,,2925,5.782608696,1968,0.714828883
fender,,2926,4.791666667,963,0.828326282
hiker,,2927,5.260869565,1287,0.92806903
townspeople,,2928,4.909090909,2749,0.45854506
noose,,2929,4.708333333,1778,0.255189322
aluminum,,2930,5.083333333,32,0.365405735
busman,,2931,4.68,372,0.326679348
tutu,,2932,5.413793103,2808,0.812200993
buttercup,,2933,5.48,376,0.021029908
nipple,,2934,5.625,1775,0.831899049
meteorologist,,2935,4.875,1652,0.069900815
companion,,2936,5.739130435,611,0.366189046
sand,,2937,5.956521739,2231,0.220118467
quarterback,,2938,4.346153846,2111,0.92141009
clothes,,2939,6.08,569,0.103271373
magnet,,2940,5.615384615,1572,0.02160949
thyme,,2941,4.958333333,2691,0.394545149
horseradish,,2942,5.24,1315,0.715399722
springboard,,2943,5,2488,0.395474663
employer,,2944,5.291666667,904,0.445797606
calender,,2945,5.84,401,0.007963655
flour,,2946,5.875,1014,0.326059496
river,,2947,4.64,2172,0.373876547
stepfather,,2948,5.16,2526,0.250186835
concert,,2949,4.714285714,617,0.731468268
rat,,2950,4.608695652,2139,0.676623243
tar,,2951,4.37037037,2635,0.507895098
garbage,,2952,4.96,1075,0.550243861
toast,,2953,6.2,2709,0.040447256
builder,,2954,4.826086957,349,0.147528476
stall,,2955,4.625,2504,0.320988124
horseman,,2956,4.28,1314,0.643703064
casebook,,2957,5.391304348,446,0.259789804
contraceptive,,2958,5.391304348,629,0.144524493
mitt,,2959,6.08,1670,0.150421439
aunt,,2960,5.041666667,98,0.66325424
actor,,2961,4.739130435,10,0.321005819
recorder,,2962,5.8,2148,0.477529533
plant,,2963,5.652173913,1989,0.989671933
vaseline,,2964,5.608695652,2839,0.512026117
forefinger,,2965,5.16,1044,0.498173651
doughnut,,2966,6.260869565,834,0.843103669
armpit,,2967,5.52,75,0.064450497
building,,2968,5.208333333,350,0.964957786
cattle,,2969,4.625,463,0.654880063
bomb,,2970,4.384615385,264,0.127189072
debris,,2971,4.75,762,0.012673773
dye,,2972,4.52173913,873,0.952729296
pulley,,2973,5.208333333,2092,0.333814216
hound,,2974,4.962962963,1324,0.921503251
greenhouse,,2975,5.260869565,1171,0.395588172
Fern,,2976,5.005471956,964,0.19837687
knickers,,2977,5.5,1435,0.06671173
wallboard,,2978,4.64,2887,0.494540405
school,,2979,5.16,2269,0.316817228
bowling,,2980,5,293,0.377094601
dish,,2981,5.8,802,0.35675411
limb,,2982,5.703703704,1511,0.461627008
waffle,,2983,6.173913043,2878,0.966588305
tee,,2984,5.347826087,2656,0.439440456
blowgun,,2985,4.625,246,0.815635977
centipede,,2986,5.25,478,0.361563673
breadboard,,2987,5.44,310,0.496866856
deck,,2988,5.541666667,763,0.401643692
marketeer,,2989,4.5,1608,0.440459181
fieldstone,,2990,4.761904762,971,0.517837285
guardrail,,2991,4.36,1186,0.020980927
topaz,,2992,4.642857143,2735,0.997478424
wrist,,2993,6.291666667,2982,0.064872608
trampoline,,2994,5.88,2759,0.660595549
respirator,,2995,4.923076923,2158,0.490217612
earplugs,,2996,6.541666667,880,0.170981049
waist,,2997,6.458333333,1117,0.193631458
brow,,2998,4.416666667,336,0.275656791
badminton,,2999,4.92,120,0.95175255
glove,,3000,4.888888889,2880,0.011926419
paperwork,,3001,5.625,1866,0.124284162
shortening,,3002,4.92,2358,0.604328482
spaghetti,,3003,6,2461,0.090379998
grain,,3004,5.217391304,1143,0.226863762
saucer,,3005,5.777777778,2249,0.304808074
